task_id,source_task_id,machine_type,machine_model,task_type,operator_skill_level,operator_experience_years,material_type,material_density,target_quantity,terrain_type,terrain_slope_percent,soil_moisture,weather_condition,temperature_c,rainfall_mm,visibility_m,distance_m,machine_age_years,idle_ratio,average_engine_load,average_rpm,estimated_duration_min,actual_duration_min
TH02553,,DOZER,DZ-972,Hauling,BEGINNER,1.6,CLAY,1.6,770.9,UNEVEN,0.0,74.7,STORM,35.1,31.2,303.0,2839.0,2.3,0.21,78.2,1553.0,658.7,2963.6
TH02554,,EXCAVATOR,EX-320GC,Demolition,INTERMEDIATE,3.9,TOPSOIL,1.3,986.8,MOUNTAINOUS,12.4,23.9,SUNNY,18.9,0.0,8117.0,1093.0,5.3,0.137,51.7,1247.0,409.4,512.4
TH02555,,EXCAVATOR,EX-390D2,Demolition,INTERMEDIATE,2.7,CRUSHED_STONE,1.7,576.5,FLAT,4.7,18.5,RAINY,13.3,1.1,360.0,560.0,14.3,0.056,74.3,1463.0,245.9,428.5
TH02556,,MOTOR_GRADER,MG-986D2,Road Preparation,BEGINNER,1.8,TOPSOIL,1.3,1797.1,HILLY,8.2,23.0,CLOUDY,27.2,0.0,8500.0,227.0,11.1,0.236,36.0,1666.0,166.9,238.0
TH02557,,MOTOR_GRADER,MG-390D2,Grading,EXPERT,14.9,ROCK_FILL,2.2,5000.4,FLAT,8.0,8.9,SUNNY,25.8,0.0,8394.0,1161.0,8.3,0.139,41.7,1853.0,203.8,274.4
TH02558,,MOTOR_GRADER,MG-986D2,Grading,BEGINNER,0.8,CLAY,1.6,4760.9,HILLY,9.9,32.6,RAINY,15.9,11.7,453.0,2913.0,11.1,0.15,63.3,1630.0,303.3,597.2
TH02559,,COMPACTOR,CP-986D2,Hauling,INTERMEDIATE,5.5,GRAVEL,1.8,1243.4,ROLLING,6.1,19.3,SUNNY,34.2,0.0,7751.0,1940.0,8.3,0.046,47.6,2050.0,709.3,969.1
TH02560,,WHEEL_LOADER,WL-972XE,Demolition,BEGINNER,0.8,GRAVEL,1.8,915.0,FLAT,0.9,26.0,RAINY,29.1,5.0,1485.0,570.0,14.4,0.119,64.9,1576.0,800.7,1189.9
TH02561,,MOTOR_GRADER,MG-336GC,Grading,BEGINNER,1.8,TOPSOIL,1.3,5801.4,FLAT,7.0,14.9,WINDY,17.6,0.0,6380.0,2535.0,10.0,0.227,63.6,2400.0,350.0,405.3
TH02562,,EXCAVATOR,EX-226XE,Trenching,INTERMEDIATE,7.1,CLAY,1.6,445.2,FLAT,1.7,8.7,FOG,36.0,0.8,251.0,2585.0,13.8,0.153,38.8,1578.0,255.0,490.7
TH02563,,BACKHOE_LOADER,BL-986D,Trenching,INTERMEDIATE,6.3,GRAVEL,1.8,357.5,FLAT,5.5,20.3,CLOUDY,24.8,0.0,4360.0,2604.0,12.0,0.277,80.8,1338.0,200.8,287.5
TH02564,,EXCAVATOR,EX-226XE,Demolition,BEGINNER,0.6,GRAVEL,1.8,1002.5,FLAT,0.3,18.1,CLOUDY,19.0,0.0,6326.0,150.0,13.8,0.273,64.6,1739.0,556.5,668.1
TH02565,,ARTICULATED_HAULER,AH-336,Grading,INTERMEDIATE,7.7,GRAVEL,1.8,4055.3,UNEVEN,2.9,8.1,SUNNY,31.2,0.0,5377.0,2659.0,8.5,0.032,12.2,1319.0,387.8,388.7
TH02566,,MOTOR_GRADER,MG-220D2,Soil Compaction,BEGINNER,0.5,TOPSOIL,1.3,363.1,UNEVEN,1.8,13.2,CLOUDY,16.7,0.0,5419.0,2038.0,1.2,0.371,75.8,1887.0,39.7,44.5
TH02567,,BACKHOE_LOADER,BL-390,Trenching,BEGINNER,0.8,ROCK_FILL,2.2,147.7,FLAT,0.0,15.2,CLOUDY,24.0,0.0,8907.0,2990.0,10.5,0.198,40.5,1248.0,116.3,136.3
TH02568,,EXCAVATOR,EX-972,Material Stockpiling,INTERMEDIATE,3.9,CRUSHED_STONE,1.7,680.8,UNEVEN,0.0,16.3,SUNNY,25.8,0.0,6678.0,2199.0,7.8,0.134,76.7,1239.0,307.0,416.0
TH02569,,ARTICULATED_HAULER,AH-140D2,Hauling,EXPERT,17.3,CRUSHED_STONE,1.7,1512.0,ROLLING,3.0,5.7,SUNNY,39.0,0.0,5528.0,3107.0,7.4,0.167,51.5,1466.0,465.3,887.0
TH02570,,BACKHOE_LOADER,BL-390,Hauling,BEGINNER,1.6,ASPHALT_MILLINGS,1.4,1984.9,FLAT,1.1,15.5,CLOUDY,31.0,0.0,5122.0,2775.0,10.5,0.192,49.8,1409.0,1465.7,2601.4
TH02571,,MOTOR_GRADER,MG-986XE,Grading,INTERMEDIATE,7.0,TOPSOIL,1.3,324.1,FLAT,0.0,11.7,CLOUDY,30.8,0.0,5794.0,3196.0,12.4,0.228,50.5,1539.0,15.1,17.1
TH02572,,BACKHOE_LOADER,BL-390D2,Trenching,INTERMEDIATE,5.1,CLAY,1.6,134.1,UNEVEN,5.4,20.5,CLOUDY,40.0,0.0,8965.0,2334.0,4.2,0.148,36.2,2100.0,78.7,68.4
TH02573,,BACKHOE_LOADER,BL-390D2,Trenching,INTERMEDIATE,7.6,TOPSOIL,1.3,347.6,UNEVEN,0.2,38.5,RAINY,20.6,13.8,1989.0,1501.0,4.2,0.208,61.5,2359.0,197.8,261.2
TH02574,,WHEEL_LOADER,WL-390,Material Loading,EXPERT,23.6,CRUSHED_STONE,1.7,1931.6,UNEVEN,2.6,31.3,RAINY,28.8,11.1,1300.0,2560.0,9.6,0.101,64.6,1412.0,403.5,569.3
TH02575,,COMPACTOR,CP-950,Soil Compaction,INTERMEDIATE,5.5,ASPHALT_MILLINGS,1.4,2835.7,ROLLING,4.7,30.9,RAINY,26.5,10.2,1843.0,135.0,3.4,0.111,41.5,1166.0,103.3,131.3
TH02576,,WHEEL_LOADER,WL-986,Material Loading,EXPERT,14.9,SAND,1.5,1789.7,MOUNTAINOUS,15.8,17.5,SUNNY,29.9,0.0,8551.0,2000.0,11.8,0.072,61.4,1150.0,374.9,466.0
TH02577,,DOZER,DZ-160GC,Demolition,INTERMEDIATE,7.6,ROCK_FILL,2.2,1163.0,MOUNTAINOUS,15.0,47.6,STORM,13.0,18.5,269.0,2246.0,14.4,0.081,94.7,991.0,471.8,1515.1
TH02578,,BACKHOE_LOADER,BL-986GC,Trenching,INTERMEDIATE,7.0,ASPHALT_MILLINGS,1.4,338.4,MOUNTAINOUS,8.4,50.3,STORM,,23.6,,597.0,7.3,0.237,65.5,1432.0,203.3,576.4
TH02579,,WHEEL_LOADER,WL-986,Material Stockpiling,INTERMEDIATE,7.6,CLAY,1.6,470.6,MOUNTAINOUS,18.6,8.4,SUNNY,12.5,0.0,9727.0,1170.0,11.8,0.126,62.5,1465.0,97.6,167.4
TH02580,,BACKHOE_LOADER,BL-390D2,Trenching,EXPERT,22.8,ROCK_FILL,2.2,143.9,UNEVEN,0.3,21.6,WINDY,27.1,0.0,4575.0,209.0,4.2,0.065,39.7,1520.0,74.7,72.4
TH02581,,EXCAVATOR,EX-226XE,Trenching,INTERMEDIATE,6.3,TOPSOIL,1.3,521.9,FLAT,0.0,14.8,CLOUDY,36.5,0.0,8294.0,2427.0,13.8,0.337,59.6,1287.0,292.4,412.8
TH02582,,EXCAVATOR,EX-320GC,Material Loading,INTERMEDIATE,3.0,ROCK_FILL,2.2,1109.4,MOUNTAINOUS,14.2,3.0,CLOUDY,17.9,0.0,6656.0,1196.0,5.3,0.108,50.5,1357.0,275.5,364.3
TH02583,,EXCAVATOR,EX-950D2,Earth Excavation,BEGINNER,2.0,SAND,1.5,417.6,HILLY,9.0,19.5,CLOUDY,24.4,0.0,3648.0,1475.0,3.2,0.118,43.2,1833.0,153.0,180.5
TH02584,,DOZER,DZ-349D,Demolition,INTERMEDIATE,7.6,CLAY,1.6,1217.6,ROLLING,9.8,23.5,SUNNY,31.8,0.0,7731.0,2411.0,10.1,0.104,47.3,2400.0,471.0,504.0
TH02585,,WHEEL_LOADER,WL-390D2,Material Stockpiling,INTERMEDIATE,7.6,CLAY,1.6,2225.5,ROLLING,4.8,8.4,CLOUDY,26.5,0.0,8413.0,2621.0,14.3,0.089,49.6,1558.0,471.1,776.8
TH02586,,MOTOR_GRADER,MG-986D2,Grading,INTERMEDIATE,6.7,CLAY,1.6,1906.8,HILLY,9.9,9.1,FOG,32.0,0.0,183.0,165.0,11.1,0.098,39.5,1531.0,91.7,177.1
TH02587,,COMPACTOR,CP-972D2,Soil Compaction,EXPERT,11.3,SAND,1.5,440.0,MOUNTAINOUS,32.0,10.4,SUNNY,11.3,0.0,8309.0,2788.0,4.2,0.169,64.2,1669.0,13.1,24.8
TH02588,,MOTOR_GRADER,MG-390D2,Grading,INTERMEDIATE,6.7,SAND,1.5,928.9,FLAT,1.7,29.8,CLOUDY,29.7,0.0,8951.0,506.0,8.3,0.086,35.0,1956.0,42.9,46.8
TH02589,,ARTICULATED_HAULER,AH-120D2,Hauling,INTERMEDIATE,5.8,ASPHALT_MILLINGS,1.4,1616.4,UNEVEN,0.0,11.3,SUNNY,27.1,0.0,7367.0,1128.0,2.8,0.17,69.6,1525.0,570.9,650.6
TH02590,,DOZER,DZ-349D,Grading,INTERMEDIATE,5.0,TOPSOIL,1.3,3376.1,ROLLING,7.4,3.0,SUNNY,23.6,0.0,5347.0,1974.0,10.1,0.01,57.5,2166.0,281.4,299.5
TH02591,,EXCAVATOR,EX-972XE,Demolition,INTERMEDIATE,7.6,TOPSOIL,1.3,1100.7,FLAT,0.0,26.4,WINDY,28.7,0.0,,297.0,3.7,0.203,86.6,2258.0,432.3,554.0
TH02592,,MOTOR_GRADER,MG-390D2,Grading,INTERMEDIATE,5.8,ASPHALT_MILLINGS,1.4,4468.6,FLAT,11.0,4.6,CLOUDY,25.8,0.0,5152.0,3429.0,8.3,0.049,45.8,1460.0,214.5,218.1
TH02593,,EXCAVATOR,EX-972XE,Hauling,EXPERT,22.8,TOPSOIL,1.3,2288.2,FLAT,0.7,13.8,WINDY,25.8,0.0,5622.0,2455.0,3.7,0.011,47.8,1453.0,1363.0,1652.0
TH02594,,ARTICULATED_HAULER,AH-120D2,Demolition,INTERMEDIATE,5.1,GRAVEL,1.8,1302.1,UNEVEN,0.0,12.1,CLOUDY,26.9,0.0,3427.0,1214.0,2.8,0.126,100.0,1759.0,957.2,1028.7
TH02595,,WHEEL_LOADER,WL-972XE,Soil Compaction,EXPERT,17.3,CRUSHED_STONE,1.7,1290.1,FLAT,2.9,64.7,STORM,14.8,22.9,312.0,859.0,14.4,0.182,96.4,1383.0,64.6,198.0
TH02596,,DOZER,DZ-972,Earth Excavation,EXPERT,14.9,ASPHALT_MILLINGS,1.4,1376.8,UNEVEN,0.1,7.9,WINDY,21.5,0.0,6538.0,2340.0,2.3,0.099,48.9,1775.0,690.1,640.3
TH02597,,EXCAVATOR,EX-226D2,Material Loading,INTERMEDIATE,2.6,CLAY,1.6,273.9,MOUNTAINOUS,16.5,9.5,WINDY,30.6,0.0,8960.0,2416.0,1.1,0.215,40.3,1571.0,66.5,105.2
TH02598,,MOTOR_GRADER,MG-220D2,Road Preparation,EXPERT,14.9,ROCK_FILL,2.2,2670.2,UNEVEN,2.2,12.9,CLOUDY,21.4,0.0,6314.0,90.0,1.2,0.052,27.9,1809.0,165.3,169.2
TH02599,,WHEEL_LOADER,WL-390D2,Material Stockpiling,EXPERT,23.6,ROCK_FILL,2.2,2446.6,ROLLING,7.8,12.1,SUNNY,22.5,0.0,7705.0,288.0,14.3,0.127,85.6,1470.0,460.3,442.9
TH02600,,BACKHOE_LOADER,BL-390,Trenching,BEGINNER,1.6,CRUSHED_STONE,1.7,581.2,FLAT,1.1,6.4,CLOUDY,25.7,0.0,8693.0,640.0,10.5,0.261,52.5,1758.0,436.2,532.6
TH02601,,WHEEL_LOADER,WL-986,Material Loading,INTERMEDIATE,7.7,TOPSOIL,1.3,2121.5,MOUNTAINOUS,23.2,3.0,SUNNY,26.1,0.0,6094.0,1683.0,11.8,0.066,52.8,1978.0,483.1,703.6
TH02602,,EXCAVATOR,EX-320GC,Road Preparation,INTERMEDIATE,7.6,TOPSOIL,1.3,5969.2,MOUNTAINOUS,12.1,12.2,SUNNY,,0.0,6096.0,1734.0,5.3,0.071,26.7,1253.0,743.8,777.8
TH02603,,WHEEL_LOADER,WL-140XE,Soil Compaction,INTERMEDIATE,6.3,GRAVEL,1.8,3756.4,UNEVEN,0.0,15.9,CLOUDY,26.6,0.0,7423.0,3365.0,8.1,0.23,58.8,1651.0,205.2,249.7
TH02604,,COMPACTOR,CP-950,Earth Excavation,BEGINNER,0.5,CLAY,1.6,382.0,ROLLING,8.2,49.3,STORM,23.2,16.9,190.0,2055.0,3.4,0.297,80.7,1738.0,315.3,1052.8
TH02605,,DOZER,DZ-972,Road Preparation,INTERMEDIATE,7.1,ASPHALT_MILLINGS,1.4,5948.7,UNEVEN,1.8,3.0,WINDY,31.3,0.0,8371.0,2740.0,2.3,0.181,52.6,1230.0,430.9,500.6
TH02606,,EXCAVATOR,EX-972,Trenching,EXPERT,18.2,TOPSOIL,1.3,92.3,UNEVEN,2.7,27.7,RAINY,19.3,3.8,571.0,884.0,7.8,0.11,74.0,1660.0,45.6,76.0
TH02607,,MOTOR_GRADER,MG-390D2,Road Preparation,EXPERT,12.7,CLAY,1.6,762.4,FLAT,3.2,12.3,SUNNY,27.4,0.0,6393.0,1293.0,8.3,0.037,31.9,1531.0,46.1,38.6
TH02608,,EXCAVATOR,EX-390D2,Trenching,EXPERT,19.9,SAND,1.5,48.7,FLAT,7.5,7.4,CLOUDY,30.5,0.0,5952.0,2041.0,14.3,0.098,36.4,1642.0,24.8,29.7
TH02609,,MOTOR_GRADER,MG-220D2,Road Preparation,BEGINNER,1.8,GRAVEL,1.8,3582.8,UNEVEN,1.9,9.2,SUNNY,24.8,0.0,8867.0,3094.0,1.2,0.207,47.2,1243.0,336.3,306.2
TH02610,,DOZER,DZ-950D,Material Stockpiling,BEGINNER,0.6,ASPHALT_MILLINGS,1.4,681.9,MOUNTAINOUS,10.5,9.7,CLOUDY,24.2,0.0,5926.0,1019.0,1.6,0.287,40.8,1469.0,187.6,266.6
TH02611,,WHEEL_LOADER,WL-986,Material Stockpiling,EXPERT,22.8,CLAY,1.6,682.9,MOUNTAINOUS,18.6,5.1,CLOUDY,28.4,0.0,3493.0,3397.0,11.8,0.024,53.6,2014.0,120.0,254.0
TH02612,,MOTOR_GRADER,MG-160D,Demolition,INTERMEDIATE,5.5,CRUSHED_STONE,1.7,556.2,UNEVEN,0.7,3.0,SUNNY,26.0,0.0,7836.0,2048.0,7.7,0.08,52.8,1562.0,355.2,370.0
TH02613,,MOTOR_GRADER,MG-336GC,Material Stockpiling,EXPERT,14.9,CRUSHED_STONE,1.7,626.8,FLAT,3.8,18.1,RAINY,14.7,5.0,1229.0,160.0,10.0,0.088,96.5,1205.0,185.4,261.4
TH02614,,EXCAVATOR,EX-336XE,Material Loading,INTERMEDIATE,4.4,ROCK_FILL,2.2,600.5,UNEVEN,2.0,15.8,SUNNY,29.0,0.0,5163.0,1776.0,4.7,0.259,67.5,1346.0,148.0,214.7
TH02615,,WHEEL_LOADER,WL-140XE,Material Loading,BEGINNER,2.5,CRUSHED_STONE,1.7,2086.1,UNEVEN,0.6,11.9,FOG,22.8,0.4,,3461.0,8.1,0.113,81.9,1766.0,610.8,1000.9
TH02616,,EXCAVATOR,EX-972,Trenching,INTERMEDIATE,7.7,CRUSHED_STONE,1.7,419.8,UNEVEN,0.0,5.1,SUNNY,10.9,0.0,6392.0,1229.0,7.8,0.035,55.7,1702.0,245.1,239.3
TH02617,,WHEEL_LOADER,WL-140XE,Material Loading,BEGINNER,1.8,ROCK_FILL,2.2,676.2,UNEVEN,0.0,29.9,SUNNY,31.7,0.0,6892.0,2841.0,8.1,0.206,57.1,1748.0,201.8,263.7
TH02618,,MOTOR_GRADER,MG-160D,Grading,BEGINNER,1.4,ROCK_FILL,2.2,4789.1,UNEVEN,0.0,12.0,CLOUDY,25.1,0.0,5357.0,2347.0,7.7,0.169,57.4,1720.0,301.8,342.2
TH02619,,EXCAVATOR,EX-950D2,Trenching,INTERMEDIATE,2.7,GRAVEL,1.8,193.2,HILLY,13.8,9.3,SUNNY,26.1,0.0,9416.0,2768.0,3.2,0.148,29.4,1698.0,116.3,156.6
TH02620,,ARTICULATED_HAULER,AH-120D2,Hauling,INTERMEDIATE,7.6,CLAY,1.6,934.2,UNEVEN,1.1,15.0,SUNNY,17.5,0.0,8636.0,3316.0,2.8,0.147,38.5,1555.0,318.3,527.5
TH02621,,WHEEL_LOADER,WL-140XE,Material Stockpiling,BEGINNER,1.8,CLAY,1.6,1489.2,UNEVEN,0.0,14.8,SUNNY,25.1,0.0,9837.0,1053.0,8.1,0.256,60.3,1264.0,398.2,536.5
TH02622,,ARTICULATED_HAULER,AH-349D,Hauling,BEGINNER,1.6,ASPHALT_MILLINGS,1.4,807.9,ROLLING,7.0,6.3,CLOUDY,26.7,0.0,8451.0,379.0,0.8,0.199,67.2,2160.0,358.0,427.1
TH02623,,WHEEL_LOADER,WL-390D2,Material Stockpiling,EXPERT,17.3,GRAVEL,1.8,540.3,ROLLING,9.1,21.4,RAINY,34.3,6.7,1973.0,1148.0,14.3,0.231,24.0,1470.0,94.6,200.0
TH02624,,BACKHOE_LOADER,BL-390,Trenching,BEGINNER,1.6,CRUSHED_STONE,1.7,77.1,FLAT,7.1,5.0,SUNNY,18.3,0.0,6510.0,1350.0,10.5,0.264,38.7,1648.0,60.0,69.9
TH02625,,WHEEL_LOADER,WL-986,Soil Compaction,INTERMEDIATE,7.7,SAND,1.5,883.6,MOUNTAINOUS,21.9,46.2,RAINY,20.9,14.0,312.0,2053.0,11.8,0.214,36.2,1704.0,50.3,103.2
TH02626,,MOTOR_GRADER,MG-390D2,Grading,INTERMEDIATE,2.7,GRAVEL,1.8,3159.8,FLAT,4.3,18.0,WINDY,10.2,0.0,7935.0,1535.0,8.3,0.023,56.6,1608.0,159.2,185.8
TH02627,,EXCAVATOR,EX-972XE,Earth Excavation,BEGINNER,1.5,CRUSHED_STONE,1.7,1335.5,FLAT,0.0,14.0,SUNNY,19.3,0.0,5354.0,216.0,3.7,0.217,69.3,1548.0,487.7,583.1
TH02628,,BACKHOE_LOADER,BL-220GC,Material Loading,INTERMEDIATE,5.5,GRAVEL,1.8,2107.1,UNEVEN,0.0,17.4,SUNNY,23.9,0.0,8697.0,1063.0,3.0,0.063,27.4,1340.0,1070.3,1103.4
TH02629,,ARTICULATED_HAULER,AH-226D,Hauling,INTERMEDIATE,2.7,CRUSHED_STONE,1.7,490.7,ROLLING,12.1,16.2,SUNNY,9.8,0.0,5654.0,403.0,2.4,0.046,41.8,1714.0,182.5,224.4
TH02630,,EXCAVATOR,EX-950D2,Trenching,EXPERT,23.6,CRUSHED_STONE,1.7,310.8,HILLY,14.6,30.7,SUNNY,19.4,0.0,9156.0,3242.0,3.2,0.176,77.0,1518.0,151.7,194.3
TH02631,,EXCAVATOR,EX-320GC,Material Loading,BEGINNER,1.8,CRUSHED_STONE,1.7,1549.0,MOUNTAINOUS,11.9,6.0,CLOUDY,24.6,0.0,7470.0,460.0,5.3,0.214,48.8,1760.0,471.6,593.5
TH02632,,DOZER,DZ-950D,Material Stockpiling,INTERMEDIATE,4.6,CRUSHED_STONE,1.7,1152.0,MOUNTAINOUS,12.5,3.0,CLOUDY,,0.0,3276.0,3333.0,1.6,0.183,40.1,1511.0,244.3,446.8
TH02633,,DOZER,DZ-972,Demolition,INTERMEDIATE,2.7,ASPHALT_MILLINGS,1.4,1372.0,UNEVEN,4.2,75.4,STORM,24.3,33.1,139.0,2437.0,2.3,0.023,58.0,1542.0,595.8,1520.2
TH02634,,EXCAVATOR,EX-336XE,Trenching,INTERMEDIATE,7.6,SAND,1.5,259.7,UNEVEN,0.0,3.0,SUNNY,30.3,0.0,6886.0,262.0,4.7,0.126,55.5,2400.0,155.3,141.5
TH02635,,EXCAVATOR,EX-390D2,Demolition,INTERMEDIATE,7.6,ROCK_FILL,2.2,187.8,FLAT,0.4,10.6,CLOUDY,24.3,0.0,5525.0,795.0,14.3,0.11,64.7,1425.0,71.8,75.5
TH02636,,ARTICULATED_HAULER,AH-336,Hauling,BEGINNER,2.3,ASPHALT_MILLINGS,1.4,275.5,UNEVEN,2.2,17.6,WINDY,18.6,0.0,4759.0,2634.0,8.5,0.175,8.0,1902.0,118.5,210.7
TH02637,,MOTOR_GRADER,MG-986XE,Hauling,INTERMEDIATE,6.4,CRUSHED_STONE,1.7,2421.3,FLAT,3.1,11.5,CLOUDY,16.6,0.0,4147.0,363.0,12.4,0.138,53.6,1075.0,1377.4,1567.4
TH02638,,ARTICULATED_HAULER,AH-226D,Hauling,EXPERT,17.3,CRUSHED_STONE,1.7,1980.6,ROLLING,10.2,19.9,SUNNY,25.4,0.0,9771.0,192.0,2.4,0.125,59.4,1680.0,584.0,636.2
TH02639,,WHEEL_LOADER,WL-336,Material Stockpiling,INTERMEDIATE,4.6,GRAVEL,1.8,488.8,ROLLING,15.7,7.3,CLOUDY,13.6,0.0,7841.0,460.0,7.7,0.188,40.2,1800.0,102.9,131.7
TH02640,,COMPACTOR,CP-972D2,Soil Compaction,EXPERT,14.9,CLAY,1.6,4530.6,MOUNTAINOUS,25.9,26.0,RAINY,25.9,4.7,1638.0,1793.0,4.2,0.095,35.6,1280.0,145.4,266.5
TH02641,,WHEEL_LOADER,WL-140XE,Hauling,EXPERT,23.6,CRUSHED_STONE,1.7,726.4,UNEVEN,0.0,16.9,SUNNY,17.3,0.0,7375.0,3111.0,8.1,0.096,31.8,1875.0,457.9,707.7
TH02642,,DOZER,DZ-349D,Demolition,INTERMEDIATE,3.9,ASPHALT_MILLINGS,1.4,542.5,ROLLING,4.2,12.6,RAINY,25.9,4.4,921.0,579.0,10.1,0.184,85.9,1558.0,220.3,354.9
TH02643,,MOTOR_GRADER,MG-160D,Grading,BEGINNER,1.8,ASPHALT_MILLINGS,1.4,2474.2,UNEVEN,3.6,3.0,SUNNY,37.2,0.0,6768.0,172.0,7.7,0.21,87.2,1842.0,147.7,155.5
TH02644,,WHEEL_LOADER,WL-336,Material Loading,BEGINNER,2.0,ROCK_FILL,2.2,1730.4,ROLLING,10.3,39.2,STORM,19.1,14.7,173.0,2040.0,7.7,0.275,42.3,1491.0,528.7,1916.0
TH02645,,BACKHOE_LOADER,BL-390D2,Grading,INTERMEDIATE,6.3,ASPHALT_MILLINGS,1.4,4348.3,UNEVEN,1.5,15.6,WINDY,18.4,0.0,7874.0,135.0,4.2,0.176,74.6,1429.0,427.0,540.9
TH02646,,EXCAVATOR,EX-320GC,Soil Compaction,EXPERT,11.3,ROCK_FILL,2.2,3713.6,MOUNTAINOUS,6.7,17.5,SUNNY,20.8,0.0,6369.0,3352.0,5.3,0.129,35.3,1567.0,216.2,255.7
TH02647,,MOTOR_GRADER,MG-986XE,Grading,BEGINNER,1.4,ASPHALT_MILLINGS,1.4,1428.7,FLAT,2.2,4.9,FOG,31.4,0.5,168.0,2950.0,12.4,0.069,58.4,1938.0,89.0,133.8
TH02648,,DOZER,DZ-986GC,Demolition,BEGINNER,1.5,TOPSOIL,1.3,481.9,FLAT,0.0,3.0,SUNNY,16.2,0.0,6187.0,718.0,12.0,0.281,42.9,1213.0,249.6,327.4
TH02649,,ARTICULATED_HAULER,AH-336,Trenching,EXPERT,14.9,CLAY,1.6,394.6,UNEVEN,4.2,20.5,RAINY,30.6,1.4,651.0,3295.0,8.5,0.058,31.5,1223.0,353.9,584.1
TH02650,,WHEEL_LOADER,WL-972XE,Material Loading,INTERMEDIATE,3.9,CLAY,1.6,1084.2,FLAT,0.0,23.7,RAINY,26.5,7.1,920.0,2403.0,14.4,0.176,88.6,1226.0,267.1,487.6
TH02651,,DOZER,DZ-950D,Demolition,EXPERT,14.9,ASPHALT_MILLINGS,1.4,1079.4,MOUNTAINOUS,17.6,40.9,RAINY,15.9,10.7,634.0,2746.0,1.6,0.147,83.4,1658.0,384.1,669.8
TH02652,,DOZER,DZ-972,Material Stockpiling,INTERMEDIATE,3.9,ROCK_FILL,2.2,213.1,UNEVEN,3.9,3.0,CLOUDY,31.0,0.0,7785.0,638.0,2.3,0.157,37.5,1806.0,45.2,53.2
TH02653,,MOTOR_GRADER,MG-336GC,Grading,INTERMEDIATE,7.7,CRUSHED_STONE,1.7,2767.5,FLAT,3.6,3.0,SUNNY,33.3,0.0,9395.0,2401.0,10.0,0.011,36.3,1826.0,127.1,115.4
TH02654,,EXCAVATOR,EX-950D2,Demolition,BEGINNER,2.3,GRAVEL,1.8,211.5,HILLY,13.1,9.9,SUNNY,12.8,0.0,6838.0,2779.0,3.2,0.101,61.2,1698.0,106.9,112.7
TH02655,,MOTOR_GRADER,MG-160D,Grading,INTERMEDIATE,5.5,GRAVEL,1.8,1274.0,UNEVEN,0.0,3.9,SUNNY,18.3,0.0,9552.0,3235.0,7.7,0.277,25.6,1389.0,61.5,79.9
TH02656,,WHEEL_LOADER,WL-336,Material Loading,EXPERT,23.4,ROCK_FILL,2.2,1058.8,ROLLING,12.0,11.4,SUNNY,19.1,0.0,7634.0,1359.0,7.7,0.01,63.4,1276.0,213.4,206.6
TH02657,,MOTOR_GRADER,MG-336GC,Road Preparation,INTERMEDIATE,7.0,ROCK_FILL,2.2,1516.3,FLAT,1.1,11.5,SUNNY,16.9,0.0,6736.0,2552.0,10.0,0.138,38.7,1393.0,109.2,123.1
TH02658,,DOZER,DZ-972,Material Stockpiling,EXPERT,14.9,TOPSOIL,1.3,1538.2,UNEVEN,1.0,13.2,WINDY,25.9,0.0,3628.0,2040.0,2.3,0.024,73.3,1300.0,284.2,299.6
TH02659,,BACKHOE_LOADER,BL-986GC,Trenching,INTERMEDIATE,6.3,ROCK_FILL,2.2,326.7,MOUNTAINOUS,9.1,3.0,SUNNY,23.5,0.0,8721.0,2011.0,7.3,0.188,23.3,1545.0,194.8,257.6
TH02660,,COMPACTOR,CP-972D2,Soil Compaction,EXPERT,20.5,SAND,1.5,4941.6,MOUNTAINOUS,25.5,26.4,WINDY,27.4,0.0,6694.0,1562.0,4.2,0.093,63.3,1666.0,148.2,221.7
TH02661,,EXCAVATOR,EX-950D2,Material Loading,INTERMEDIATE,6.7,GRAVEL,1.8,1876.4,HILLY,12.0,8.9,RAINY,29.9,4.5,1881.0,2541.0,3.2,0.207,76.6,1217.0,426.1,884.6
TH02662,,EXCAVATOR,EX-226D2,Road Preparation,INTERMEDIATE,5.5,ASPHALT_MILLINGS,1.4,4776.5,MOUNTAINOUS,19.6,27.5,RAINY,24.1,7.7,1563.0,2411.0,1.1,0.031,60.6,1645.0,556.9,840.8
TH02663,,DOZER,DZ-349D,Road Preparation,INTERMEDIATE,3.9,ROCK_FILL,2.2,4545.5,ROLLING,0.0,15.6,RAINY,23.6,2.2,611.0,1296.0,10.1,0.12,36.6,1297.0,337.4,491.5
TH02664,,MOTOR_GRADER,MG-986XE,Road Preparation,INTERMEDIATE,5.0,CLAY,1.6,5680.7,FLAT,1.3,14.0,CLOUDY,35.8,0.0,6318.0,1716.0,12.4,0.072,52.0,1627.0,414.6,373.0
TH02665,,WHEEL_LOADER,WL-986,Material Stockpiling,BEGINNER,1.0,ASPHALT_MILLINGS,1.4,1760.1,MOUNTAINOUS,20.2,14.0,CLOUDY,16.8,0.0,7481.0,2409.0,11.8,0.306,29.4,1339.0,486.0,1109.2
TH02666,,WHEEL_LOADER,WL-390D2,Material Loading,EXPERT,23.6,CRUSHED_STONE,1.7,1394.2,ROLLING,8.8,4.8,SUNNY,20.7,0.0,9224.0,3398.0,14.3,0.107,64.2,1176.0,284.9,371.4
